division_id,district_id,upazila,postOffice,postCode
1,34,Amtali,Amtali,8710
1,34,Bamna,Bamna,8730
1,34,Barguna Sadar,Barguna Sadar,8700
1,34,Barguna Sadar,Nali Bandar,8701
1,34,Betagi,Betagi,8740
1,34,Betagi,Darul Ulam,8741
1,34,Patharghata,Kakchira,8721
1,34,Patharghata,Patharghata,8720
1,35,Agailzhara,Agailzhara,8240
1,35,Agailzhara,Gaila,8241
1,35,Agailzhara,Paisarhat,8242
1,35,Babuganj,Babuganj,8210
1,35,Babuganj,Barisal Cadet,8216
1,35,Babuganj,Chandpasha,8212
1,35,Babuganj,Madhabpasha,8213
1,35,Babuganj,Nizamuddin College,8215
1,35,Babuganj,Rahamatpur,8211
1,35,Babuganj,Thakur Mallik,8214
1,35,Barajalia,Barajalia,8260
1,35,Barajalia,Osman Manjil,8261
1,35,Barisal Sadar,Barisal Sadar,8200
1,35,Barisal Sadar,Bukhainagar,8201
1,35,Barisal Sadar,Jaguarhat,8206
1,35,Barisal Sadar,Kashipur,8205
1,35,Barisal Sadar,Patang,8204
1,35,Barisal Sadar,Saheberhat,8202
1,35,Barisal Sadar,Sugandia,8203
1,35,Gouranadi,Batajor,8233
1,35,Gouranadi,Gouranadi,8230
1,35,Gouranadi,Kashemabad,8232
1,35,Gouranadi,Tarki Bandar,8231
1,35,Mahendiganj,Langutia,8274
1,35,Mahendiganj,Laskarpur,8271
1,35,Mahendiganj,Mahendiganj,8270
1,35,Mahendiganj,Nalgora,8273
1,35,Mahendiganj,Ulania,8272
1,35,Muladi,Charkalekhan,8252
1,35,Muladi,Kazirchar,8251
1,35,Muladi,Muladi,8250
1,35,Sahebganj,Charamandi,8281
1,35,Sahebganj,kalaskati,8284
1,35,Sahebganj,Padri Shibpur,8282
1,35,Sahebganj,Sahebganj,8280
1,35,Sahebganj,Shialguni,8283
1,35,Uzirpur,Dakuarhat,8223
1,35,Uzirpur,Dhamura,8221
1,35,Uzirpur,Jugirkanda,8222
1,35,Uzirpur,Shikarpur,8224
1,35,Uzirpur,Uzirpur,8220
1,36,Bhola Sadar,Bhola Sadar,8300
1,36,Bhola Sadar,Joynagar,8301
1,36,Borhanuddin UPO,Borhanuddin UPO,8320
1,36,Borhanuddin UPO,Mirzakalu,8321
1,36,Charfashion,Charfashion,8340
1,36,Charfashion,Dularhat,8341
1,36,Charfashion,Keramatganj,8342
1,36,Doulatkhan,Doulatkhan,8310
1,36,Doulatkhan,Hajipur,8311
1,36,Hajirhat,Hajirhat,8360
1,36,Hatshoshiganj,Hatshoshiganj,8350
1,36,Lalmohan UPO,Daurihat,8331
1,36,Lalmohan UPO,Gazaria,8332
1,36,Lalmohan UPO,Lalmohan UPO,8330
1,37,Jhalokathi Sadar,Baukathi,8402
1,37,Jhalokathi Sadar,Gabha,8403
1,37,Jhalokathi Sadar,Jhalokathi Sadar,8400
1,37,Jhalokathi Sadar,Nabagram,8401
1,37,Jhalokathi Sadar,Shekherhat,8404
1,37,Kathalia,Amua,8431
1,37,Kathalia,Kathalia,8430
1,37,Kathalia,Niamatee,8432
1,37,Kathalia,Shoulajalia,8433
1,37,Nalchhiti,Beerkathi,8421
1,37,Nalchhiti,Nalchhiti,8420
1,37,Rajapur,Rajapur,8410
1,38,Bauphal,Bagabandar,8621
1,38,Bauphal,Bauphal,8620
1,38,Bauphal,Birpasha,8622
1,38,Bauphal,Kalaia,8624
1,38,Bauphal,Kalishari,8623
1,38,Dashmina,Dashmina,8630
1,38,Galachipa,Galachipa,8640
1,38,Galachipa,Gazipur Bandar,8641
1,38,Khepupara,Khepupara,8650
1,38,Khepupara,Mahipur,8651
1,38,Patuakhali Sadar,Dumkee,8602
1,38,Patuakhali Sadar,Moukaran,8601
1,38,Patuakhali Sadar,Patuakhali Sadar,8600
1,38,Patuakhali Sadar,Rahimabad,8603
1,38,Subidkhali,Subidkhali,8610
1,39,Banaripara,Banaripara,8530
1,39,Banaripara,Chakhar,8531
1,39,Bhandaria,Bhandaria,8550
1,39,Bhandaria,Dhaoa,8552
1,39,Bhandaria,Kanudashkathi,8551
1,39,kaukhali,Jolagati,8513
1,39,kaukhali,Joykul,8512
1,39,kaukhali,Kaukhali,8510
1,39,kaukhali,Keundia,8511
1,39,Mathbaria,Betmor Natun Hat,8565
1,39,Mathbaria,Gulishakhali,8563
1,39,Mathbaria,Halta,8562
1,39,Mathbaria,Mathbaria,8560
1,39,Mathbaria,Shilarganj,8566
1,39,Mathbaria,Tiarkhali,8564
1,39,Mathbaria,Tushkhali,8561
1,39,Nazirpur,Nazirpur,8540
1,39,Nazirpur,Sriramkathi,8541
1,39,Pirojpur Sadar,Hularhat,8501
1,39,Pirojpur Sadar,Parerhat,8502
1,39,Pirojpur Sadar,Pirojpur Sadar,8500
1,39,Swarupkathi,Darus Sunnat,8521
1,39,Swarupkathi,Jalabari,8523
1,39,Swarupkathi,Kaurikhara,8522
1,39,Swarupkathi,Swarupkathi,8520
2,40,Alikadam,Alikadam,4650
2,40,Bandarban Sadar,Bandarban Sadar,4600
2,40,Naikhong,Naikhong,4660
2,40,Roanchhari,Roanchhari,4610
2,40,Ruma,Ruma,4620
2,40,Thanchi,Lama,4641
2,40,Thanchi,Thanchi,4630
2,41,Akhaura,Akhaura,3450
2,41,Akhaura,Azampur,3451
2,41,Akhaura,Gangasagar,3452
2,41,Banchharampur,Banchharampur,3420
2,41,Brahamanbaria Sadar,Ashuganj,3402
2,41,Brahamanbaria Sadar,Ashuganj Share,3403
2,41,Brahamanbaria Sadar,Brahamanbaria Sadar,3400
2,41,Brahamanbaria Sadar,Poun,3404
2,41,Brahamanbaria Sadar,Talshahar,3401
2,41,Kasba,Chandidar,3462
2,41,Kasba,Chargachh,3463
2,41,Kasba,Gopinathpur,3464
2,41,Kasba,Kasba,3460
2,41,Kasba,Kuti,3461
2,41,Nabinagar,Jibanganj,3419
2,41,Nabinagar,Kaitala,3417
2,41,Nabinagar,Laubfatehpur,3411
2,41,Nabinagar,Nabinagar,3410
2,41,Nabinagar,Rasullabad,3412
2,41,Nabinagar,Ratanpur,3414
2,41,Nabinagar,Salimganj,3418
2,41,Nabinagar,Shahapur,3415
2,41,Nabinagar,Shamgram,3413
2,41,Nasirnagar,Fandauk,3441
2,41,Nasirnagar,Nasirnagar,3440
2,41,Sarail,Chandura,3432
2,41,Sarail,Sarial,3430
2,41,Sarail,Shahbajpur,3431
2,42,Chandpur Sadar,Baburhat,3602
2,42,Chandpur Sadar,Chandpur Sadar,3600
2,42,Chandpur Sadar,Puranbazar,3601
2,42,Chandpur Sadar,Sahatali,3603
2,42,Faridganj,Chandra,3651
2,42,Faridganj,Faridganj,3650
2,42,Faridganj,Gridkaliandia,3653
2,42,Faridganj,Islampur Shah Isain,3655
2,42,Faridganj,Rampurbazar,3654
2,42,Faridganj,Rupsha,3652
2,42,Hajiganj,Bolakhal,3611
2,42,Hajiganj,Hajiganj,3610
2,42,Hayemchar,Gandamara,3661
2,42,Hayemchar,Hayemchar,3660
2,42,Kachua,Kachua,3630
2,42,Kachua,Pak Shrirampur,3631
2,42,Kachua,Rahima Nagar,3632
2,42,Kachua,Shachar,3633
2,42,Matlobganj,Kalipur,3642
2,42,Matlobganj,Matlobganj,3640
2,42,Matlobganj,Mohanpur,3641
2,42,Shahrasti,Chotoshi,3623
2,42,Shahrasti,Islamia Madrasha,3624
2,42,Shahrasti,Khilabazar,3621
2,42,Shahrasti,Pashchim Kherihar Al,3622
2,42,Shahrasti,Shahrasti,3620
2,43,Anawara,Anowara,4376
2,43,Anawara,Battali,4378
2,43,Anawara,Paroikora,4377
2,43,Boalkhali,Boalkhali,4366
2,43,Boalkhali,Charandwip,4369
2,43,Boalkhali,Iqbal Park,4365
2,43,Boalkhali,Kadurkhal,4368
2,43,Boalkhali,Kanungopara,4363
2,43,Boalkhali,Sakpura,4367
2,43,Boalkhali,Saroatoli,4364
2,43,Chittagong Sadar,Al- Amin Baria Madra,4221
2,43,Chittagong Sadar,Amin Jute Mills,4211
2,43,Chittagong Sadar,Anandabazar,4215
2,43,Chittagong Sadar,Bayezid Bostami,4210
2,43,Chittagong Sadar,Chandgaon,4212
2,43,Chittagong Sadar,Chawkbazar,4203
2,43,Chittagong Sadar,Chitt. Cantonment,4220
2,43,Chittagong Sadar,Chitt. Customs Acca,4219
2,43,Chittagong Sadar,Chitt. Politechnic In,4209
2,43,Chittagong Sadar,Chitt. Sailers Colon,4218
2,43,Chittagong Sadar,Chittagong Airport,4205
2,43,Chittagong Sadar,Chittagong Bandar,4100
2,43,Chittagong Sadar,Chittagong GPO,4000
2,43,Chittagong Sadar,Export Processing,4223
2,43,Chittagong Sadar,Firozshah,4207
2,43,Chittagong Sadar,Halishahar,4216
2,43,Chittagong Sadar,Halishshar,4225
2,43,Chittagong Sadar,Jalalabad,4214
2,43,Chittagong Sadar,Jaldia Merine Accade,4206
2,43,Chittagong Sadar,Middle Patenga,4222
2,43,Chittagong Sadar,Mohard,4208
2,43,Chittagong Sadar,North Halishahar,4226
2,43,Chittagong Sadar,North Katuli,4217
2,43,Chittagong Sadar,Pahartoli,4202
2,43,Chittagong Sadar,Patenga,4204
2,43,Chittagong Sadar,Rampura TSO,4224
2,43,Chittagong Sadar,Wazedia,4213
2,43,East Joara,Barma,4383
2,43,East Joara,Dohazari,4382
2,43,East Joara,East Joara,4380
2,43,East Joara,Gachbaria,4381
2,43,Fatikchhari,Bhandar Sharif,4352
2,43,Fatikchhari,Fatikchhari,4350
2,43,Fatikchhari,Harualchhari,4354
2,43,Fatikchhari,Najirhat,4353
2,43,Fatikchhari,Nanupur,4351
2,43,Fatikchhari,Narayanhat,4355
2,43,Hathazari,Chitt.University,4331
2,43,Hathazari,Fatahabad,4335
2,43,Hathazari,Gorduara,4332
2,43,Hathazari,Hathazari,4330
2,43,Hathazari,Katirhat,4333
2,43,Hathazari,Madrasa,4339
2,43,Hathazari,Mirzapur,4334
2,43,Hathazari,Nuralibari,4337
2,43,Hathazari,Yunus Nagar,4338
2,43,Jaldi,Banigram,4393
2,43,Jaldi,Gunagari,4392
2,43,Jaldi,Jaldi,4390
2,43,Jaldi,Khan Bahadur,4391
2,43,Lohagara,Chunti,4398
2,43,Lohagara,Lohagara,4396
2,43,Lohagara,Padua,4397
2,43,Mirsharai,Abutorab,4321
2,43,Mirsharai,Azampur,4325
2,43,Mirsharai,Bharawazhat,4323
2,43,Mirsharai,Darrogahat,4322
2,43,Mirsharai,Joarganj,4324
2,43,Mirsharai,Korerhat,4327
2,43,Mirsharai,Mirsharai,4320
2,43,Mirsharai,Mohazanhat,4328
2,43,Patiya,Budhpara,4371
2,43,Patiya,Patiya Head Office,4370
2,43,Rangunia,Dhamair,4361
2,43,Rangunia,Rangunia,4360
2,43,Rouzan,B.I.T Post Office,4349
2,43,Rouzan,Beenajuri,4341
2,43,Rouzan,Dewanpur,4347
2,43,Rouzan,Fatepur,4345
2,43,Rouzan,Gahira,4343
2,43,Rouzan,Guzra Noapara,4346
2,43,Rouzan,jagannath Hat,4344
2,43,Rouzan,Kundeshwari,4342
2,43,Rouzan,Mohamuni,4348
2,43,Rouzan,Rouzan,4340
2,43,Sandwip,Sandwip,4300
2,43,Sandwip,Shiberhat,4301
2,43,Sandwip,Urirchar,4302
2,43,Satkania,Baitul Ijjat,4387
2,43,Satkania,Bazalia,4388
2,43,Satkania,Satkania,4386
2,43,Sitakunda,Barabkunda,4312
2,43,Sitakunda,Baroidhala,4311
2,43,Sitakunda,Bawashbaria,4313
2,43,Sitakunda,Bhatiari,4315
2,43,Sitakunda,Fouzdarhat,4316
2,43,Sitakunda,Jafrabad,4317
2,43,Sitakunda,Kumira,4314
2,43,Sitakunda,Sitakunda,4310
2,44,Barura,Barura,3560
2,44,Barura,Murdafarganj,3562
2,44,Barura,Poyalgachha,3561
2,44,Brahmanpara,Brahmanpara,3526
2,44,Burichang,Burichang,3520
2,44,Burichang,Maynamoti bazar,3521
2,44,Chandina,Chandia,3510
2,44,Chandina,Madhaiabazar,3511
2,44,Chouddagram,Batisa,3551
2,44,Chouddagram,Chiora,3552
2,44,Chouddagram,Chouddagram,3550
2,44,Comilla Sadar,Comilla Contoment,3501
2,44,Comilla Sadar,Comilla Sadar,3500
2,44,Comilla Sadar,Courtbari,3503
2,44,Comilla Sadar,Halimanagar,3502
2,44,Comilla Sadar,Suaganj,3504
2,44,Daudkandi,Dashpara,3518
2,44,Daudkandi,Daudkandi,3516
2,44,Daudkandi,Eliotganj,3519
2,44,Daudkandi,Gouripur,3517
2,44,Davidhar,Barashalghar,3532
2,44,Davidhar,Davidhar,3530
2,44,Davidhar,Dhamtee,3533
2,44,Davidhar,Gangamandal,3531
2,44,Homna,Homna,3546
2,44,Laksam,Bipulasar,3572
2,44,Laksam,Laksam,3570
2,44,Laksam,Lakshamanpur,3571
2,44,Langalkot,Chhariabazar,3582
2,44,Langalkot,Dhalua,3581
2,44,Langalkot,Gunabati,3583
2,44,Langalkot,Langalkot,3580
2,44,Muradnagar,Bangra,3543
2,44,Muradnagar,Companyganj,3542
2,44,Muradnagar,Muradnagar,3540
2,44,Muradnagar,Pantibazar,3545
2,44,Muradnagar,Ramchandarpur,3541
2,44,Muradnagar,Sonakanda,3544
2,45,Chiringga,Badarkali,4742
2,45,Chiringga,Chiringga,4740
2,45,Chiringga,Chiringga S.O,4741
2,45,Chiringga,Malumghat,4743
2,45,Coxs Bazar Sadar,Coxs Bazar Sadar,4700
2,45,Coxs Bazar Sadar,Eidga,4702
2,45,Coxs Bazar Sadar,Zhilanja,4701
2,45,Gorakghat,Gorakghat,4710
2,45,Kutubdia,Kutubdia,4720
2,45,Ramu,Ramu,4730
2,45,Teknaf,Hnila,4761
2,45,Teknaf,St.Martin,4762
2,45,Teknaf,Teknaf,4760
2,45,Ukhia,Ukhia,4750
2,46,Chhagalnaia,Chhagalnaia,3910
2,46,Chhagalnaia,Daraga Hat,3912
2,46,Chhagalnaia,Maharajganj,3911
2,46,Chhagalnaia,Puabashimulia,3913
2,46,Dagonbhuia,Chhilonia,3922
2,46,Dagonbhuia,Dagondhuia,3920
2,46,Dagonbhuia,Dudmukha,3921
2,46,Dagonbhuia,Rajapur,3923
2,46,Feni Sadar,Fazilpur,3901
2,46,Feni Sadar,Feni Sadar,3900
2,46,Feni Sadar,Laskarhat,3903
2,46,Feni Sadar,Sharshadie,3902
2,46,Pashurampur,Fulgazi,3942
2,46,Pashurampur,Munshirhat,3943
2,46,Pashurampur,Pashurampur,3940
2,46,Pashurampur,Shuarbazar,3941
2,46,Sonagazi,Ahmadpur,3932
2,46,Sonagazi,Kazirhat,3933
2,46,Sonagazi,Motiganj,3931
2,46,Sonagazi,Sonagazi,3930
2,47,Diginala,Diginala,4420
2,47,Khagrachari Sadar,Khagrachari Sadar,4400
2,47,Laxmichhari,Laxmichhari,4470
2,47,Mahalchhari,Mahalchhari,4430
2,47,Manikchhari,Manikchhari,4460
2,47,Matiranga,Matiranga,4450
2,47,Panchhari,Panchhari,4410
2,47,Ramghar Head Office,Ramghar Head Office,4440
2,48,Char Alexgander,Char Alexgander,3730
2,48,Char Alexgander,Hajirghat,3731
2,48,Char Alexgander,Ramgatirhat,3732
2,48,Lakshimpur Sadar,Amani Lakshimpur,3709
2,48,Lakshimpur Sadar,Bhabaniganj,3702
2,48,Lakshimpur Sadar,Chandraganj,3708
2,48,Lakshimpur Sadar,Choupalli,3707
2,48,Lakshimpur Sadar,Dalal Bazar,3701
2,48,Lakshimpur Sadar,Duttapara,3706
2,48,Lakshimpur Sadar,Keramatganj,3704
2,48,Lakshimpur Sadar,Lakshimpur Sadar,3700
2,48,Lakshimpur Sadar,Mandari,3703
2,48,Lakshimpur Sadar,Rupchara,3705
2,48,Ramganj,Alipur,3721
2,48,Ramganj,Dolta,3725
2,48,Ramganj,Kanchanpur,3723
2,48,Ramganj,Naagmud,3724
2,48,Ramganj,Panpara,3722
2,48,Ramganj,Ramganj,3720
2,48,Raypur,Bhuabari,3714
2,48,Raypur,Haydarganj,3713
2,48,Raypur,Nagerdighirpar,3712
2,48,Raypur,Rakhallia,3711
2,48,Raypur,Raypur,3710
2,49,Basurhat,Basur Hat,3850
2,49,Basurhat,Charhajari,3851
2,49,Begumganj,Alaiarpur,3831
2,49,Begumganj,Amisha Para,3847
2,49,Begumganj,Banglabazar,3822
2,49,Begumganj,Bazra,3824
2,49,Begumganj,Begumganj,3820
2,49,Begumganj,Bhabani Jibanpur,3837
2,49,Begumganj,Choumohani,3821
2,49,Begumganj,Dauti,3843
2,49,Begumganj,Durgapur,3848
2,49,Begumganj,Gopalpur,3828
2,49,Begumganj,Jamidar Hat,3825
2,49,Begumganj,Joyag,3844
2,49,Begumganj,Joynarayanpur,3829
2,49,Begumganj,Khalafat Bazar,3833
2,49,Begumganj,Khalishpur,3842
2,49,Begumganj,Maheshganj,3838
2,49,Begumganj,Mir Owarishpur,3823
2,49,Begumganj,Nadona,3839
2,49,Begumganj,Nandiapara,3841
2,49,Begumganj,Oachhekpur,3835
2,49,Begumganj,Rajganj,3834
2,49,Begumganj,Sonaimuri,3827
2,49,Begumganj,Tangirpar,3832
2,49,Begumganj,Thanar Hat,3845
2,49,Chatkhil,Bansa Bazar,3879
2,49,Chatkhil,Bodalcourt,3873
2,49,Chatkhil,Chatkhil,3870
2,49,Chatkhil,Dosh Gharia,3878
2,49,Chatkhil,Karihati,3877
2,49,Chatkhil,Khilpara,3872
2,49,Chatkhil,Palla,3871
2,49,Chatkhil,Rezzakpur,3874
2,49,Chatkhil,Sahapur,3881
2,49,Chatkhil,Sampara,3882
2,49,Chatkhil,Shingbahura,3883
2,49,Chatkhil,Solla,3875
2,49,Hatiya,Afazia,3891
2,49,Hatiya,Hatiya,3890
2,49,Hatiya,Tamoraddi,3892
2,49,Noakhali Sadar,Chaprashir Hat,3811
2,49,Noakhali Sadar,Char Jabbar,3812
2,49,Noakhali Sadar,Charam Tua,3809
2,49,Noakhali Sadar,Din Monir Hat,3803
2,49,Noakhali Sadar,Kabirhat,3807
2,49,Noakhali Sadar,Khalifar Hat,3808
2,49,Noakhali Sadar,Mriddarhat,3806
2,49,Noakhali Sadar,Noakhali College,3801
2,49,Noakhali Sadar,Noakhali Sadar,3800
2,49,Noakhali Sadar,Pak Kishoreganj,3804
2,49,Noakhali Sadar,Sonapur,3802
2,49,Senbag,Beezbag,3862
2,49,Senbag,Chatarpaia,3864
2,49,Senbag,Kallyandi,3861
2,49,Senbag,Kankirhat,3863
2,49,Senbag,Senbag,3860
2,49,Senbag,T.P. Lamua,3865
2,50,Barakal,Barakal,4570
2,50,Bilaichhari,Bilaichhari,4550
2,50,Jarachhari,Jarachhari,4560
2,50,Kalampati,Betbunia,4511
